,stop_sequence,trip_id,stop_id,stop_name,stop_lat,stop_lon,elevation
4469,70,JG_B2-Weekday-SDon-089500_B43_456,,,,,
4470,71,JG_B2-Weekday-SDon-089500_B43_456,,,,,
4471,72,JG_B2-Weekday-SDon-089500_B43_456,,,,,
4472,73,JG_B2-Weekday-SDon-089500_B43_456,,,,,
4473,74,JG_B2-Weekday-SDon-089500_B43_456,,,,,
4474,75,JG_B2-Weekday-SDon-089500_B43_456,,,,,
4475,76,JG_B2-Weekday-SDon-089500_B43_456,,,,,
4476,77,JG_B2-Weekday-SDon-089500_B43_456,,,,,
4477,78,JG_B2-Weekday-SDon-089500_B43_456,,,,,
4478,79,JG_B2-Weekday-SDon-089500_B43_456,,,,,
4479,80,JG_B2-Weekday-SDon-089500_B43_456,,,,,
4480,1,JG_B2-Weekday-SDon-090000_B37_603,301604.0,SHORE RD/99 ST,40.614081,-74.037102,25.0
4481,2,JG_B2-Weekday-SDon-090000_B37_603,301605.0,SHORE RD/97 ST,40.615508,-74.037701,12.0
4482,3,JG_B2-Weekday-SDon-090000_B37_603,301606.0,SHORE RD/RIDGE BL,40.617525,-74.038876,28.0
4483,4,JG_B2-Weekday-SDon-090000_B37_603,301607.0,SHORE RD/OLIVER ST,40.619415,-74.040023,17.0
4484,5,JG_B2-Weekday-SDon-090000_B37_603,301608.0,SHORE RD/91 ST,40.622004,-74.040075,13.0
4485,6,JG_B2-Weekday-SDon-090000_B37_603,301609.0,NARROWS AV/89 ST,40.623165,-74.039924,13.0
4486,7,JG_B2-Weekday-SDon-090000_B37_603,301610.0,NARROWS AV/86 ST,40.62521,-74.039086,12.0
4487,8,JG_B2-Weekday-SDon-090000_B37_603,301611.0,86 ST/COLONIAL RD,40.624571,-74.036135,16.0
4488,9,JG_B2-Weekday-SDon-090000_B37_603,301612.0,86 ST/RIDGE BL,40.623914,-74.033361,21.0
4489,10,JG_B2-Weekday-SDon-090000_B37_603,301613.0,86 ST/3 AV,40.62342,-74.031246,26.0
4490,11,JG_B2-Weekday-SDon-090000_B37_603,301614.0,86 ST/4 AV,40.622299,-74.027696,23.0
4491,12,JG_B2-Weekday-SDon-090000_B37_603,301615.0,86 ST/5 AV,40.621293,-74.026112,25.0
4492,13,JG_B2-Weekday-SDon-090000_B37_603,301616.0,FT HAMILTON PKY/86 ST,40.620617,-74.024044,30.0
4493,14,JG_B2-Weekday-SDon-090000_B37_603,307647.0,FT HAMILTON PY/83 ST,40.6218,-74.022276,29.0
4494,15,JG_B2-Weekday-SDon-090000_B37_603,308199.0,FT HAMILTON PY/81 ST,40.622349,-74.020151,27.0
4495,16,JG_B2-Weekday-SDon-090000_B37_603,901493.0,7 AV/79 ST,40.623414,-74.019065,25.0
4496,17,JG_B2-Weekday-SDon-090000_B37_603,301620.0,FT HAMILTON PY/77 ST,40.624941,-74.017623,28.0
4497,18,JG_B2-Weekday-SDon-090000_B37_603,301621.0,FT HAMILTON PY/BAY RIDGE PY,40.625847,-74.016222,34.0
4498,19,JG_B2-Weekday-SDon-090000_B37_603,301622.0,FT HAMILTON PKY/74 ST,40.626451,-74.015332,34.0
4499,20,JG_B2-Weekday-SDon-090000_B37_603,301623.0,FT HAMILTON PY/72 ST,40.62739,-74.013927,29.0
4500,21,JG_B2-Weekday-SDon-090000_B37_603,301624.0,FT HAMILTON PY/BAY RIDGE AV,40.628551,-74.012191,26.0
4501,22,JG_B2-Weekday-SDon-090000_B37_603,301625.0,FT HAMILTON PY/68 ST,40.629309,-74.01106,25.0
4502,23,JG_B2-Weekday-SDon-090000_B37_603,301626.0,FT HAMILTON PY/66 ST,40.630267,-74.009619,23.0
4503,24,JG_B2-Weekday-SDon-090000_B37_603,308104.0,FT HAMILTON PY/64 ST,40.631299,-74.008081,19.0
4504,25,JG_B2-Weekday-SDon-090000_B37_603,301628.0,FT HAMILTON PY/62 ST,40.632246,-74.006665,19.0
4505,26,JG_B2-Weekday-SDon-090000_B37_603,306537.0,FT HAMILTON PKY/60 ST,40.632957,-74.005602,18.0
4506,27,JG_B2-Weekday-SDon-090000_B37_603,,,,,
4507,28,JG_B2-Weekday-SDon-090000_B37_603,,,,,
4508,29,JG_B2-Weekday-SDon-090000_B37_603,,,,,
4509,30,JG_B2-Weekday-SDon-090000_B37_603,,,,,
4510,31,JG_B2-Weekday-SDon-090000_B37_603,,,,,
4511,32,JG_B2-Weekday-SDon-090000_B37_603,,,,,
4512,33,JG_B2-Weekday-SDon-090000_B37_603,,,,,
4513,34,JG_B2-Weekday-SDon-090000_B37_603,,,,,
4514,35,JG_B2-Weekday-SDon-090000_B37_603,,,,,
4515,36,JG_B2-Weekday-SDon-090000_B37_603,,,,,
4516,37,JG_B2-Weekday-SDon-090000_B37_603,,,,,
4517,38,JG_B2-Weekday-SDon-090000_B37_603,,,,,
4518,39,JG_B2-Weekday-SDon-090000_B37_603,,,,,
4519,40,JG_B2-Weekday-SDon-090000_B37_603,,,,,
4520,41,JG_B2-Weekday-SDon-090000_B37_603,,,,,
4521,42,JG_B2-Weekday-SDon-090000_B37_603,,,,,
4522,43,JG_B2-Weekday-SDon-090000_B37_603,,,,,
4523,44,JG_B2-Weekday-SDon-090000_B37_603,,,,,
4524,45,JG_B2-Weekday-SDon-090000_B37_603,,,,,
4525,46,JG_B2-Weekday-SDon-090000_B37_603,,,,,
4526,47,JG_B2-Weekday-SDon-090000_B37_603,,,,,
4527,48,JG_B2-Weekday-SDon-090000_B37_603,,,,,
4528,49,JG_B2-Weekday-SDon-090000_B37_603,,,,,
4529,50,JG_B2-Weekday-SDon-090000_B37_603,,,,,
4530,51,JG_B2-Weekday-SDon-090000_B37_603,,,,,
4531,52,JG_B2-Weekday-SDon-090000_B37_603,,,,,
4532,53,JG_B2-Weekday-SDon-090000_B37_603,,,,,
4533,54,JG_B2-Weekday-SDon-090000_B37_603,,,,,
4534,55,JG_B2-Weekday-SDon-090000_B37_603,,,,,
4535,56,JG_B2-Weekday-SDon-090000_B37_603,,,,,
4536,57,JG_B2-Weekday-SDon-090000_B37_603,,,,,
4537,58,JG_B2-Weekday-SDon-090000_B37_603,,,,,
4538,59,JG_B2-Weekday-SDon-090000_B37_603,,,,,
4539,60,JG_B2-Weekday-SDon-090000_B37_603,,,,,
4540,61,JG_B2-Weekday-SDon-090000_B37_603,,,,,
4541,62,JG_B2-Weekday-SDon-090000_B37_603,,,,,
4542,63,JG_B2-Weekday-SDon-090000_B37_603,,,,,
4543,64,JG_B2-Weekday-SDon-090000_B37_603,,,,,
4544,65,JG_B2-Weekday-SDon-090000_B37_603,,,,,
4545,66,JG_B2-Weekday-SDon-090000_B37_603,,,,,
4546,67,JG_B2-Weekday-SDon-090000_B37_603,,,,,
4547,68,JG_B2-Weekday-SDon-090000_B37_603,,,,,
4548,69,JG_B2-Weekday-SDon-090000_B37_603,,,,,
4549,70,JG_B2-Weekday-SDon-090000_B37_603,,,,,
4550,71,JG_B2-Weekday-SDon-090000_B37_603,,,,,
4551,72,JG_B2-Weekday-SDon-090000_B37_603,,,,,
4552,73,JG_B2-Weekday-SDon-090000_B37_603,,,,,
4553,74,JG_B2-Weekday-SDon-090000_B37_603,,,,,
4554,75,JG_B2-Weekday-SDon-090000_B37_603,,,,,
4555,76,JG_B2-Weekday-SDon-090000_B37_603,,,,,
4556,77,JG_B2-Weekday-SDon-090000_B37_603,,,,,
4557,78,JG_B2-Weekday-SDon-090000_B37_603,,,,,
4558,79,JG_B2-Weekday-SDon-090000_B37_603,,,,,
4559,80,JG_B2-Weekday-SDon-090000_B37_603,,,,,
4560,1,JG_B2-Weekday-SDon-090500_B16_421,301622.0,FT HAMILTON PKY/74 ST,40.626451,-74.015332,34.0
4561,2,JG_B2-Weekday-SDon-090500_B16_421,301623.0,FT HAMILTON PY/72 ST,40.62739,-74.013927,29.0
4562,3,JG_B2-Weekday-SDon-090500_B16_421,301624.0,FT HAMILTON PY/BAY RIDGE AV,40.628551,-74.012191,26.0
4563,4,JG_B2-Weekday-SDon-090500_B16_421,301625.0,FT HAMILTON PY/68 ST,40.629309,-74.01106,25.0
4564,5,JG_B2-Weekday-SDon-090500_B16_421,301626.0,FT HAMILTON PY/66 ST,40.630267,-74.009619,23.0
4565,6,JG_B2-Weekday-SDon-090500_B16_421,308104.0,FT HAMILTON PY/64 ST,40.631299,-74.008081,19.0
4566,7,JG_B2-Weekday-SDon-090500_B16_421,301628.0,FT HAMILTON PY/62 ST,40.632246,-74.006665,19.0
4567,8,JG_B2-Weekday-SDon-090500_B16_421,306537.0,FT HAMILTON PKY/60 ST,40.632957,-74.005602,18.0
4568,9,JG_B2-Weekday-SDon-090500_B16_421,306538.0,FT HAMILTON PY/59 ST,40.633734,-74.004442,23.0
4569,10,JG_B2-Weekday-SDon-090500_B16_421,306591.0,56 ST/FT HAMILTON PKY,40.634755,-74.002338,25.0
4570,11,JG_B2-Weekday-SDon-090500_B16_421,306540.0,56 ST/11 AV,40.633542,-74.000324,25.0
4571,12,JG_B2-Weekday-SDon-090500_B16_421,306541.0,56 ST/12 AV,40.632199,-73.998112,20.0
4572,13,JG_B2-Weekday-SDon-090500_B16_421,306542.0,56 ST/13 AV,40.63114,-73.996354,18.0
4573,14,JG_B2-Weekday-SDon-090500_B16_421,306543.0,56 ST/NEW UTRECHT AV,40.630533,-73.995353,19.0
4574,15,JG_B2-Weekday-SDon-090500_B16_421,306544.0,14 AV/56 ST,40.629954,-73.993706,20.0
4575,16,JG_B2-Weekday-SDon-090500_B16_421,306519.0,14 AV/53 ST,40.631642,-73.991944,20.0
4576,17,JG_B2-Weekday-SDon-090500_B16_421,306520.0,14 AV/50 ST,40.63333,-73.990189,21.0
4577,18,JG_B2-Weekday-SDon-090500_B16_421,306521.0,14 AV/47 ST,40.635007,-73.988445,19.0
4578,19,JG_B2-Weekday-SDon-090500_B16_421,306522.0,14 AV/44 ST,40.636695,-73.98669,20.0
4579,20,JG_B2-Weekday-SDon-090500_B16_421,306523.0,14 AV/41 ST,40.638371,-73.984946,20.0
4580,21,JG_B2-Weekday-SDon-090500_B16_421,306524.0,14 AV/39 ST,40.639486,-73.983782,20.0
4581,22,JG_B2-Weekday-SDon-090500_B16_421,306526.0,36 ST/CHURCH AV,40.641281,-73.982751,17.0
4582,23,JG_B2-Weekday-SDon-090500_B16_421,301646.0,36 ST/CLARA ST,40.642802,-73.985374,20.0
4583,24,JG_B2-Weekday-SDon-090500_B16_421,301647.0,36 ST/12 AV,40.643499,-73.986516,21.0
4584,25,JG_B2-Weekday-SDon-090500_B16_421,,,,,
4585,26,JG_B2-Weekday-SDon-090500_B16_421,,,,,
4586,27,JG_B2-Weekday-SDon-090500_B16_421,,,,,
4587,28,JG_B2-Weekday-SDon-090500_B16_421,,,,,
4588,29,JG_B2-Weekday-SDon-090500_B16_421,,,,,
4589,30,JG_B2-Weekday-SDon-090500_B16_421,,,,,
4590,31,JG_B2-Weekday-SDon-090500_B16_421,,,,,
4591,32,JG_B2-Weekday-SDon-090500_B16_421,,,,,
4592,33,JG_B2-Weekday-SDon-090500_B16_421,,,,,
4593,34,JG_B2-Weekday-SDon-090500_B16_421,,,,,
4594,35,JG_B2-Weekday-SDon-090500_B16_421,,,,,
4595,36,JG_B2-Weekday-SDon-090500_B16_421,,,,,
4596,37,JG_B2-Weekday-SDon-090500_B16_421,,,,,
4597,38,JG_B2-Weekday-SDon-090500_B16_421,,,,,
4598,39,JG_B2-Weekday-SDon-090500_B16_421,,,,,
4599,40,JG_B2-Weekday-SDon-090500_B16_421,,,,,
4600,41,JG_B2-Weekday-SDon-090500_B16_421,,,,,
4601,42,JG_B2-Weekday-SDon-090500_B16_421,,,,,
4602,43,JG_B2-Weekday-SDon-090500_B16_421,,,,,
4603,44,JG_B2-Weekday-SDon-090500_B16_421,,,,,
4604,45,JG_B2-Weekday-SDon-090500_B16_421,,,,,
4605,46,JG_B2-Weekday-SDon-090500_B16_421,,,,,
4606,47,JG_B2-Weekday-SDon-090500_B16_421,,,,,
4607,48,JG_B2-Weekday-SDon-090500_B16_421,,,,,
4608,49,JG_B2-Weekday-SDon-090500_B16_421,,,,,
4609,50,JG_B2-Weekday-SDon-090500_B16_421,,,,,
4610,51,JG_B2-Weekday-SDon-090500_B16_421,,,,,
4611,52,JG_B2-Weekday-SDon-090500_B16_421,,,,,
4612,53,JG_B2-Weekday-SDon-090500_B16_421,,,,,
4613,54,JG_B2-Weekday-SDon-090500_B16_421,,,,,
4614,55,JG_B2-Weekday-SDon-090500_B16_421,,,,,
4615,56,JG_B2-Weekday-SDon-090500_B16_421,,,,,
4616,57,JG_B2-Weekday-SDon-090500_B16_421,,,,,
4617,58,JG_B2-Weekday-SDon-090500_B16_421,,,,,
4618,59,JG_B2-Weekday-SDon-090500_B16_421,,,,,
4619,60,JG_B2-Weekday-SDon-090500_B16_421,,,,,
4620,61,JG_B2-Weekday-SDon-090500_B16_421,,,,,
4621,62,JG_B2-Weekday-SDon-090500_B16_421,,,,,
4622,63,JG_B2-Weekday-SDon-090500_B16_421,,,,,
4623,64,JG_B2-Weekday-SDon-090500_B16_421,,,,,
4624,65,JG_B2-Weekday-SDon-090500_B16_421,,,,,
4625,66,JG_B2-Weekday-SDon-090500_B16_421,,,,,
4626,67,JG_B2-Weekday-SDon-090500_B16_421,,,,,
4627,68,JG_B2-Weekday-SDon-090500_B16_421,,,,,
4628,69,JG_B2-Weekday-SDon-090500_B16_421,,,,,
4629,70,JG_B2-Weekday-SDon-090500_B16_421,,,,,
4630,71,JG_B2-Weekday-SDon-090500_B16_421,,,,,
4631,72,JG_B2-Weekday-SDon-090500_B16_421,,,,,
4632,73,JG_B2-Weekday-SDon-090500_B16_421,,,,,
4633,74,JG_B2-Weekday-SDon-090500_B16_421,,,,,
4634,75,JG_B2-Weekday-SDon-090500_B16_421,,,,,
4635,76,JG_B2-Weekday-SDon-090500_B16_421,,,,,
4636,77,JG_B2-Weekday-SDon-090500_B16_421,,,,,
4637,78,JG_B2-Weekday-SDon-090500_B16_421,,,,,
4638,79,JG_B2-Weekday-SDon-090500_B16_421,,,,,
4639,80,JG_B2-Weekday-SDon-090500_B16_421,,,,,
4640,1,JG_B2-Weekday-SDon-091000_B11_305,305380.0,5 AV/5 ST,40.671805,-73.983994,12.0
4641,2,JG_B2-Weekday-SDon-091000_B11_305,308207.0,5 AV/3 ST,40.673007,-73.982988,19.0
4642,3,JG_B2-Weekday-SDon-091000_B11_305,308208.0,5 AV/GARFIELD PL,40.674824,-73.981473,19.0
4643,4,JG_B2-Weekday-SDon-091000_B11_305,308209.0,5 AV/UNION ST,40.676682,-73.98019,20.0
4644,5,JG_B2-Weekday-SDon-091000_B11_305,308210.0,5 AV/ST JOHNS PL,40.678656,-73.978851,19.0
4645,6,JG_B2-Weekday-SDon-091000_B11_305,308211.0,5 AV/PROSPECT PL,40.680557,-73.977567,15.0
4646,7,JG_B2-Weekday-SDon-091000_B11_305,305388.0,5 AV/BERGEN ST,40.681909,-73.976651,11.0
4647,8,JG_B2-Weekday-SDon-091000_B11_305,307540.0,ATLANTIC AV/4 AV,40.684576,-73.978665,19.0
4648,9,JG_B2-Weekday-SDon-091000_B11_305,308323.0,ATLANTIC AV/3 AV,40.68554,-73.981005,18.0
4649,10,JG_B2-Weekday-SDon-091000_B11_305,305392.0,ATLANTIC AV/NEVINS ST,40.686331,-73.983042,17.0
4650,11,JG_B2-Weekday-SDon-091000_B11_305,305393.0,ATLANTIC AV/BOND ST,40.687143,-73.985137,15.0
4651,12,JG_B2-Weekday-SDon-091000_B11_305,305394.0,ATLANTIC AV/HOYT ST,40.688014,-73.987376,21.0
4652,13,JG_B2-Weekday-SDon-091000_B11_305,305395.0,ATLANTIC AV/SMITH ST,40.688815,-73.989478,15.0
4653,14,JG_B2-Weekday-SDon-091000_B11_305,305396.0,ATLANTIC AV/BOERUM PL,40.689271,-73.991016,15.0
4654,15,JG_B2-Weekday-SDon-091000_B11_305,305397.0,ATLANTIC AV/COURT ST,40.689806,-73.992532,24.0
4655,16,JG_B2-Weekday-SDon-091000_B11_305,305216.0,ATLANTIC AV/CLINTON ST,40.690391,-73.994744,28.0
4656,17,JG_B2-Weekday-SDon-091000_B11_305,305217.0,ATLANTIC AV/HENRY ST,40.690747,-73.996107,18.0
4657,18,JG_B2-Weekday-SDon-091000_B11_305,308647.0,ATLANTIC AV/HICKS ST,40.691173,-73.997626,18.0
4658,19,JG_B2-Weekday-SDon-091000_B11_305,801007.0,BROOKLYN BRIDGE PK RD/JORALEMON ST,40.693001,-74.000512,0.0
4659,20,JG_B2-Weekday-SDon-091000_B11_305,,,,,
4660,21,JG_B2-Weekday-SDon-091000_B11_305,,,,,
4661,22,JG_B2-Weekday-SDon-091000_B11_305,,,,,
4662,23,JG_B2-Weekday-SDon-091000_B11_305,,,,,
4663,24,JG_B2-Weekday-SDon-091000_B11_305,,,,,
4664,25,JG_B2-Weekday-SDon-091000_B11_305,,,,,
4665,26,JG_B2-Weekday-SDon-091000_B11_305,,,,,
4666,27,JG_B2-Weekday-SDon-091000_B11_305,,,,,
4667,28,JG_B2-Weekday-SDon-091000_B11_305,,,,,
4668,29,JG_B2-Weekday-SDon-091000_B11_305,,,,,
4669,30,JG_B2-Weekday-SDon-091000_B11_305,,,,,
4670,31,JG_B2-Weekday-SDon-091000_B11_305,,,,,
4671,32,JG_B2-Weekday-SDon-091000_B11_305,,,,,
4672,33,JG_B2-Weekday-SDon-091000_B11_305,,,,,
4673,34,JG_B2-Weekday-SDon-091000_B11_305,,,,,
4674,35,JG_B2-Weekday-SDon-091000_B11_305,,,,,
4675,36,JG_B2-Weekday-SDon-091000_B11_305,,,,,
4676,37,JG_B2-Weekday-SDon-091000_B11_305,,,,,
4677,38,JG_B2-Weekday-SDon-091000_B11_305,,,,,
4678,39,JG_B2-Weekday-SDon-091000_B11_305,,,,,
4679,40,JG_B2-Weekday-SDon-091000_B11_305,,,,,
4680,41,JG_B2-Weekday-SDon-091000_B11_305,,,,,
4681,42,JG_B2-Weekday-SDon-091000_B11_305,,,,,
4682,43,JG_B2-Weekday-SDon-091000_B11_305,,,,,
4683,44,JG_B2-Weekday-SDon-091000_B11_305,,,,,
4684,45,JG_B2-Weekday-SDon-091000_B11_305,,,,,
4685,46,JG_B2-Weekday-SDon-091000_B11_305,,,,,
4686,47,JG_B2-Weekday-SDon-091000_B11_305,,,,,
4687,48,JG_B2-Weekday-SDon-091000_B11_305,,,,,
4688,49,JG_B2-Weekday-SDon-091000_B11_305,,,,,
4689,50,JG_B2-Weekday-SDon-091000_B11_305,,,,,
4690,51,JG_B2-Weekday-SDon-091000_B11_305,,,,,
4691,52,JG_B2-Weekday-SDon-091000_B11_305,,,,,
4692,53,JG_B2-Weekday-SDon-091000_B11_305,,,,,
4693,54,JG_B2-Weekday-SDon-091000_B11_305,,,,,
4694,55,JG_B2-Weekday-SDon-091000_B11_305,,,,,
4695,56,JG_B2-Weekday-SDon-091000_B11_305,,,,,
4696,57,JG_B2-Weekday-SDon-091000_B11_305,,,,,
4697,58,JG_B2-Weekday-SDon-091000_B11_305,,,,,
4698,59,JG_B2-Weekday-SDon-091000_B11_305,,,,,
4699,60,JG_B2-Weekday-SDon-091000_B11_305,,,,,
4700,61,JG_B2-Weekday-SDon-091000_B11_305,,,,,
4701,62,JG_B2-Weekday-SDon-091000_B11_305,,,,,
4702,63,JG_B2-Weekday-SDon-091000_B11_305,,,,,
4703,64,JG_B2-Weekday-SDon-091000_B11_305,,,,,
4704,65,JG_B2-Weekday-SDon-091000_B11_305,,,,,
4705,66,JG_B2-Weekday-SDon-091000_B11_305,,,,,
4706,67,JG_B2-Weekday-SDon-091000_B11_305,,,,,
4707,68,JG_B2-Weekday-SDon-091000_B11_305,,,,,
4708,69,JG_B2-Weekday-SDon-091000_B11_305,,,,,
4709,70,JG_B2-Weekday-SDon-091000_B11_305,,,,,
4710,71,JG_B2-Weekday-SDon-091000_B11_305,,,,,
4711,72,JG_B2-Weekday-SDon-091000_B11_305,,,,,
4712,73,JG_B2-Weekday-SDon-091000_B11_305,,,,,
4713,74,JG_B2-Weekday-SDon-091000_B11_305,,,,,
4714,75,JG_B2-Weekday-SDon-091000_B11_305,,,,,
4715,76,JG_B2-Weekday-SDon-091000_B11_305,,,,,
4716,77,JG_B2-Weekday-SDon-091000_B11_305,,,,,
4717,78,JG_B2-Weekday-SDon-091000_B11_305,,,,,
4718,79,JG_B2-Weekday-SDon-091000_B11_305,,,,,
4719,80,JG_B2-Weekday-SDon-091000_B11_305,,,,,
4720,1,JG_B2-Weekday-SDon-091000_B16_424,307833.0,5 AV/5 ST,40.671355,-73.984596,12.0
4721,2,JG_B2-Weekday-SDon-091000_B16_424,308217.0,5 AV/7 ST,40.67017,-73.985584,18.0
4722,3,JG_B2-Weekday-SDon-091000_B16_424,305423.0,5 AV/9 ST,40.66891,-73.986637,18.0
4723,4,JG_B2-Weekday-SDon-091000_B16_424,308334.0,5 AV/12 ST,40.667143,-73.988108,23.0
4724,5,JG_B2-Weekday-SDon-091000_B16_424,305426.0,5 AV/15 ST,40.665348,-73.989615,26.0
4725,6,JG_B2-Weekday-SDon-091000_B16_424,305427.0,5 AV/PROSPECT AV,40.664173,-73.990499,29.0
4726,7,JG_B2-Weekday-SDon-091000_B16_424,305428.0,5 AV/18 ST,40.662385,-73.992373,27.0
4727,8,JG_B2-Weekday-SDon-091000_B16_424,308335.0,5 AV/21 ST,40.661137,-73.993761,18.0
4728,9,JG_B2-Weekday-SDon-091000_B16_424,305431.0,5 AV/24 ST,40.659502,-73.995444,26.0
4729,10,JG_B2-Weekday-SDon-091000_B16_424,305432.0,5 AV/26 ST,40.658332,-73.996663,27.0
4730,11,JG_B2-Weekday-SDon-091000_B16_424,305434.0,5 AV/30 ST,40.656093,-73.998994,19.0
4731,12,JG_B2-Weekday-SDon-091000_B16_424,308336.0,5 AV/33 ST,40.654416,-74.000735,10.0
4732,13,JG_B2-Weekday-SDon-091000_B16_424,305437.0,5 AV/36 ST,40.653049,-74.002162,15.0
4733,14,JG_B2-Weekday-SDon-091000_B16_424,305438.0,5 AV/39 ST,40.651061,-74.004227,24.0
4734,15,JG_B2-Weekday-SDon-091000_B16_424,305439.0,5 AV/42 ST,40.649382,-74.005971,40.0
4735,16,JG_B2-Weekday-SDon-091000_B16_424,308337.0,5 AV/45 ST,40.647691,-74.007733,42.0
4736,17,JG_B2-Weekday-SDon-091000_B16_424,305442.0,5 AV/48 ST,40.646033,-74.009466,34.0
4737,18,JG_B2-Weekday-SDon-091000_B16_424,305443.0,5 AV/50 ST,40.644913,-74.010623,35.0
4738,19,JG_B2-Weekday-SDon-091000_B16_424,305445.0,5 AV/53 ST,40.643233,-74.012374,37.0
4739,20,JG_B2-Weekday-SDon-091000_B16_424,305446.0,5 AV/56 ST,40.641555,-74.014114,39.0
4740,21,JG_B2-Weekday-SDon-091000_B16_424,305447.0,5 AV/58 ST,40.64049,-74.015167,37.0
4741,22,JG_B2-Weekday-SDon-091000_B16_424,308338.0,5 AV/60 ST,40.639269,-74.016488,38.0
4742,23,JG_B2-Weekday-SDon-091000_B16_424,308339.0,5 AV/63 ST,40.637578,-74.018242,30.0
4743,24,JG_B2-Weekday-SDon-091000_B16_424,305451.0,5 AV/66 ST,40.635854,-74.020047,23.0
4744,25,JG_B2-Weekday-SDon-091000_B16_424,305452.0,5 AV/SENATOR ST,40.634687,-74.020598,23.0
4745,26,JG_B2-Weekday-SDon-091000_B16_424,305453.0,5 AV/BAY RIDGE AV,40.633191,-74.021217,25.0
4746,27,JG_B2-Weekday-SDon-091000_B16_424,308340.0,5 AV/72 ST,40.631418,-74.021937,25.0
4747,28,JG_B2-Weekday-SDon-091000_B16_424,305455.0,5 AV/BAY RIDGE PY,40.6292,-74.022848,22.0
4748,29,JG_B2-Weekday-SDon-091000_B16_424,308421.0,5 AV/78 ST,40.626979,-74.023755,21.0
4749,30,JG_B2-Weekday-SDon-091000_B16_424,305458.0,5 AV/81 ST,40.624786,-74.024647,23.0
4750,31,JG_B2-Weekday-SDon-091000_B16_424,308422.0,5 AV/84 ST,40.622587,-74.025544,25.0
4751,32,JG_B2-Weekday-SDon-091000_B16_424,305460.0,5 AV/86 ST,40.621449,-74.026438,25.0
4752,33,JG_B2-Weekday-SDon-091000_B16_424,308423.0,5 AV/89 ST,40.619282,-74.028204,26.0
4753,34,JG_B2-Weekday-SDon-091000_B16_424,306783.0,5 AV/92 ST,40.617651,-74.029605,28.0
4754,35,JG_B2-Weekday-SDon-091000_B16_424,307784.0,4 AV/94 ST,40.616435,-74.03107,20.0
4755,36,JG_B2-Weekday-SDon-091000_B16_424,306945.0,4 AV/97 ST,40.614527,-74.03233,16.0
4756,37,JG_B2-Weekday-SDon-091000_B16_424,306940.0,3 AV/99 ST,40.614688,-74.034783,21.0
4757,38,JG_B2-Weekday-SDon-091000_B16_424,306680.0,3 AV/SHORE RD,40.612763,-74.036053,25.0
4758,39,JG_B2-Weekday-SDon-091000_B16_424,801042.0,SHORE RD/3 AV,40.612311,-74.035981,4.0
4759,40,JG_B2-Weekday-SDon-091000_B16_424,,,,,
4760,41,JG_B2-Weekday-SDon-091000_B16_424,,,,,
4761,42,JG_B2-Weekday-SDon-091000_B16_424,,,,,
4762,43,JG_B2-Weekday-SDon-091000_B16_424,,,,,
4763,44,JG_B2-Weekday-SDon-091000_B16_424,,,,,
4764,45,JG_B2-Weekday-SDon-091000_B16_424,,,,,
4765,46,JG_B2-Weekday-SDon-091000_B16_424,,,,,
4766,47,JG_B2-Weekday-SDon-091000_B16_424,,,,,
4767,48,JG_B2-Weekday-SDon-091000_B16_424,,,,,
4768,49,JG_B2-Weekday-SDon-091000_B16_424,,,,,
4769,50,JG_B2-Weekday-SDon-091000_B16_424,,,,,
4770,51,JG_B2-Weekday-SDon-091000_B16_424,,,,,
4771,52,JG_B2-Weekday-SDon-091000_B16_424,,,,,
4772,53,JG_B2-Weekday-SDon-091000_B16_424,,,,,
4773,54,JG_B2-Weekday-SDon-091000_B16_424,,,,,
4774,55,JG_B2-Weekday-SDon-091000_B16_424,,,,,
4775,56,JG_B2-Weekday-SDon-091000_B16_424,,,,,
4776,57,JG_B2-Weekday-SDon-091000_B16_424,,,,,
4777,58,JG_B2-Weekday-SDon-091000_B16_424,,,,,
4778,59,JG_B2-Weekday-SDon-091000_B16_424,,,,,
4779,60,JG_B2-Weekday-SDon-091000_B16_424,,,,,
4780,61,JG_B2-Weekday-SDon-091000_B16_424,,,,,
4781,62,JG_B2-Weekday-SDon-091000_B16_424,,,,,
4782,63,JG_B2-Weekday-SDon-091000_B16_424,,,,,
4783,64,JG_B2-Weekday-SDon-091000_B16_424,,,,,
4784,65,JG_B2-Weekday-SDon-091000_B16_424,,,,,
4785,66,JG_B2-Weekday-SDon-091000_B16_424,,,,,
4786,67,JG_B2-Weekday-SDon-091000_B16_424,,,,,
4787,68,JG_B2-Weekday-SDon-091000_B16_424,,,,,
4788,69,JG_B2-Weekday-SDon-091000_B16_424,,,,,
4789,70,JG_B2-Weekday-SDon-091000_B16_424,,,,,
4790,71,JG_B2-Weekday-SDon-091000_B16_424,,,,,
4791,72,JG_B2-Weekday-SDon-091000_B16_424,,,,,
4792,73,JG_B2-Weekday-SDon-091000_B16_424,,,,,
4793,74,JG_B2-Weekday-SDon-091000_B16_424,,,,,
4794,75,JG_B2-Weekday-SDon-091000_B16_424,,,,,
4795,76,JG_B2-Weekday-SDon-091000_B16_424,,,,,
4796,77,JG_B2-Weekday-SDon-091000_B16_424,,,,,
4797,78,JG_B2-Weekday-SDon-091000_B16_424,,,,,
4798,79,JG_B2-Weekday-SDon-091000_B16_424,,,,,
4799,80,JG_B2-Weekday-SDon-091000_B16_424,,,,,
