,stop_sequence,trip_id,stop_id,stop_name,stop_lat,stop_lon,elevation
0,1,JG_B2-Weekday-002000_B61_801,306328.0,SMITH ST/FULTON ST,40.691215,-73.987395,34.0
1,2,JG_B2-Weekday-002000_B61_801,307408.0,BOERUM PL/JORALEMON ST,40.692022,-73.989228,70.0
2,3,JG_B2-Weekday-002000_B61_801,305396.0,ATLANTIC AV/BOERUM PL,40.689271,-73.991016,15.0
3,4,JG_B2-Weekday-002000_B61_801,305397.0,ATLANTIC AV/COURT ST,40.689806,-73.992532,24.0
4,5,JG_B2-Weekday-002000_B61_801,305216.0,ATLANTIC AV/CLINTON ST,40.690391,-73.994744,28.0
5,6,JG_B2-Weekday-002000_B61_801,305217.0,ATLANTIC AV/HENRY ST,40.690747,-73.996107,18.0
6,7,JG_B2-Weekday-002000_B61_801,308647.0,ATLANTIC AV/HICKS ST,40.691173,-73.997626,18.0
7,8,JG_B2-Weekday-002000_B61_801,308049.0,COLUMBIA ST/CONGRESS ST,40.68943,-74.000632,5.0
8,9,JG_B2-Weekday-002000_B61_801,308564.0,COLUMBIA ST/BALTIC ST,40.688292,-74.001193,5.0
9,10,JG_B2-Weekday-002000_B61_801,305224.0,COLUMBIA ST/SACKETT ST,40.684797,-74.002888,7.0
10,11,JG_B2-Weekday-002000_B61_801,305226.0,COLUMBIA ST/CARROLL ST,40.682794,-74.003854,6.0
11,12,JG_B2-Weekday-002000_B61_801,305228.0,VAN BRUNT ST/SUMMIT ST,40.682959,-74.006333,10.0
12,13,JG_B2-Weekday-002000_B61_801,305229.0,VAN BRUNT ST/COMMERCE ST,40.681155,-74.008541,4.0
13,14,JG_B2-Weekday-002000_B61_801,305230.0,VAN BRUNT ST/VERONA ST,40.679824,-74.010102,4.0
14,15,JG_B2-Weekday-002000_B61_801,308620.0,VAN BRUNT ST/KING ST,40.678348,-74.011841,4.0
15,16,JG_B2-Weekday-002000_B61_801,305232.0,VAN BRUNT ST/WOLCOTT ST,40.677144,-74.013242,4.0
16,17,JG_B2-Weekday-002000_B61_801,305233.0,VAN BRUNT ST/COFFEY ST,40.676082,-74.014489,3.0
17,18,JG_B2-Weekday-002000_B61_801,305234.0,BEARD ST/VAN BRUNT ST,40.674935,-74.015268,4.0
18,19,JG_B2-Weekday-002000_B61_801,901462.0,BEARD ST/OTSEGO ST,40.672313,-74.011308,2.0
19,20,JG_B2-Weekday-002000_B61_801,306086.0,OTSEGO ST/LORRAINE ST,40.675026,-74.009604,4.0
20,21,JG_B2-Weekday-002000_B61_801,306087.0,LORRAINE ST/COLUMBIA ST,40.674455,-74.007354,6.0
21,22,JG_B2-Weekday-002000_B61_801,306089.0,LORRAINE ST/HENRY ST,40.673538,-74.00407,4.0
22,23,JG_B2-Weekday-002000_B61_801,801155.0,CLINTON ST/LORRAINE ST,40.674045,-74.002126,4.0
23,24,JG_B2-Weekday-002000_B61_801,801156.0,MILL ST/CLINTON ST,40.674894,-74.001108,2.0
24,25,JG_B2-Weekday-002000_B61_801,308081.0,9 ST/SMITH ST,40.674271,-73.996969,7.0
25,26,JG_B2-Weekday-002000_B61_801,307695.0,9 ST/2 AV,40.672384,-73.992997,7.0
26,27,JG_B2-Weekday-002000_B61_801,308121.0,9 ST/3 AV,40.671175,-73.990656,7.0
27,28,JG_B2-Weekday-002000_B61_801,306633.0,9 ST/4 AV,40.670368,-73.988987,16.0
28,29,JG_B2-Weekday-002000_B61_801,306069.0,9 ST/5 AV,40.668915,-73.985988,18.0
29,30,JG_B2-Weekday-002000_B61_801,306070.0,9 ST/6 AV,40.667771,-73.983627,31.0
30,31,JG_B2-Weekday-002000_B61_801,306634.0,9 ST/7 AV,40.666884,-73.981778,34.0
31,32,JG_B2-Weekday-002000_B61_801,306072.0,9 ST/8 AV,40.665492,-73.978902,47.0
32,33,JG_B2-Weekday-002000_B61_801,305852.0,PROSPECT PK W/9 ST,40.664314,-73.977194,55.0
33,34,JG_B2-Weekday-002000_B61_801,305853.0,PROSPECT PK W/12 ST,40.662596,-73.978633,55.0
34,35,JG_B2-Weekday-002000_B61_801,306075.0,PROSPECT PK SW/BARTEL PRITCHARD SQ,40.661372,-73.979653,53.0
35,36,JG_B2-Weekday-002000_B61_801,305855.0,PROSPECT PK W/16 ST,40.660162,-73.980667,52.0
36,37,JG_B2-Weekday-002000_B61_801,306890.0,PROSPECT PK W/PROSPECT AV,40.65857,-73.982065,55.0
37,38,JG_B2-Weekday-002000_B61_801,307227.0,PROSPECT PK W/18 ST,40.657486,-73.983208,58.0
38,39,JG_B2-Weekday-002000_B61_801,305858.0,PROSPECT PK W/19 ST,40.65694,-73.983781,57.0
39,40,JG_B2-Weekday-002000_B61_801,307521.0,19 ST/8 AV,40.658211,-73.985302,57.0
40,41,JG_B2-Weekday-002000_B61_801,801136.0,PROSPECT PARK WEST/18 ST,40.657574,-73.982948,58.0
41,42,JG_B2-Weekday-002000_B61_801,,,,,
42,43,JG_B2-Weekday-002000_B61_801,,,,,
43,44,JG_B2-Weekday-002000_B61_801,,,,,
44,45,JG_B2-Weekday-002000_B61_801,,,,,
45,46,JG_B2-Weekday-002000_B61_801,,,,,
46,47,JG_B2-Weekday-002000_B61_801,,,,,
47,48,JG_B2-Weekday-002000_B61_801,,,,,
48,49,JG_B2-Weekday-002000_B61_801,,,,,
49,50,JG_B2-Weekday-002000_B61_801,,,,,
50,51,JG_B2-Weekday-002000_B61_801,,,,,
51,52,JG_B2-Weekday-002000_B61_801,,,,,
52,53,JG_B2-Weekday-002000_B61_801,,,,,
53,54,JG_B2-Weekday-002000_B61_801,,,,,
54,55,JG_B2-Weekday-002000_B61_801,,,,,
55,56,JG_B2-Weekday-002000_B61_801,,,,,
56,57,JG_B2-Weekday-002000_B61_801,,,,,
57,58,JG_B2-Weekday-002000_B61_801,,,,,
58,59,JG_B2-Weekday-002000_B61_801,,,,,
59,60,JG_B2-Weekday-002000_B61_801,,,,,
60,61,JG_B2-Weekday-002000_B61_801,,,,,
61,62,JG_B2-Weekday-002000_B61_801,,,,,
62,63,JG_B2-Weekday-002000_B61_801,,,,,
63,64,JG_B2-Weekday-002000_B61_801,,,,,
64,65,JG_B2-Weekday-002000_B61_801,,,,,
65,66,JG_B2-Weekday-002000_B61_801,,,,,
66,67,JG_B2-Weekday-002000_B61_801,,,,,
67,68,JG_B2-Weekday-002000_B61_801,,,,,
68,69,JG_B2-Weekday-002000_B61_801,,,,,
69,70,JG_B2-Weekday-002000_B61_801,,,,,
70,71,JG_B2-Weekday-002000_B61_801,,,,,
71,72,JG_B2-Weekday-002000_B61_801,,,,,
72,73,JG_B2-Weekday-002000_B61_801,,,,,
73,74,JG_B2-Weekday-002000_B61_801,,,,,
74,75,JG_B2-Weekday-002000_B61_801,,,,,
75,76,JG_B2-Weekday-002000_B61_801,,,,,
76,77,JG_B2-Weekday-002000_B61_801,,,,,
77,78,JG_B2-Weekday-002000_B61_801,,,,,
78,79,JG_B2-Weekday-002000_B61_801,,,,,
79,80,JG_B2-Weekday-002000_B61_801,,,,,
80,1,JG_B2-Weekday-002000_B61_802,307047.0,PROSPECT PK W/18 ST,40.657636,-73.982887,58.0
81,2,JG_B2-Weekday-002000_B61_802,306887.0,PROSPECT PK W/PROSPECT AV,40.658677,-73.981741,55.0
82,3,JG_B2-Weekday-002000_B61_802,306941.0,PROSPECT PK/PROSPECT PK SW,40.660724,-73.9796,53.0
83,4,JG_B2-Weekday-002000_B61_802,305792.0,15 ST/8 AV,40.662113,-73.982057,52.0
84,5,JG_B2-Weekday-002000_B61_802,305793.0,8 AV/13 ST,40.663562,-73.98095,50.0
85,6,JG_B2-Weekday-002000_B61_802,305794.0,8 AV/11 ST,40.664753,-73.979955,46.0
86,7,JG_B2-Weekday-002000_B61_802,306018.0,9 ST/8 AV,40.665997,-73.979533,46.0
87,8,JG_B2-Weekday-002000_B61_802,308118.0,9 ST/7 AV,40.667142,-73.981908,34.0
88,9,JG_B2-Weekday-002000_B61_802,308119.0,9 ST/6 AV,40.668298,-73.984301,31.0
89,10,JG_B2-Weekday-002000_B61_802,306021.0,9 ST/5 AV,40.669432,-73.986637,18.0
90,11,JG_B2-Weekday-002000_B61_802,306022.0,9 ST/4 AV,40.670274,-73.988461,16.0
91,12,JG_B2-Weekday-002000_B61_802,306023.0,9 ST/3 AV,40.671428,-73.990912,7.0
92,13,JG_B2-Weekday-002000_B61_802,308080.0,9 ST/2 AV,40.672778,-73.993558,7.0
93,14,JG_B2-Weekday-002000_B61_802,307786.0,9 ST/SMITH ST,40.67462,-73.997412,7.0
94,15,JG_B2-Weekday-002000_B61_802,306064.0,COURT ST/W 9 ST,40.674938,-73.999538,0.0
95,16,JG_B2-Weekday-002000_B61_802,306108.0,COURT ST/LORRAINE ST,40.672692,-74.000598,1.0
96,17,JG_B2-Weekday-002000_B61_802,306109.0,LORRAINE ST/CLINTON ST,40.673275,-74.002765,4.0
97,18,JG_B2-Weekday-002000_B61_802,306110.0,LORRAINE ST/HENRY ST,40.673821,-74.004756,4.0
98,19,JG_B2-Weekday-002000_B61_802,306111.0,LORRAINE ST/HICKS ST,40.674226,-74.00628,6.0
99,20,JG_B2-Weekday-002000_B61_802,306112.0,LORRAINE ST/COLUMBIA ST,40.674751,-74.008022,6.0
100,21,JG_B2-Weekday-002000_B61_802,306113.0,LORRAINE ST/OTSEGO ST,40.675131,-74.009397,4.0
101,22,JG_B2-Weekday-002000_B61_802,306114.0,DWIGHT ST/DIKEMAN ST,40.674574,-74.010824,1.0
102,23,JG_B2-Weekday-002000_B61_802,306115.0,DWIGHT ST/VAN DYKE ST,40.673779,-74.011781,1.0
103,24,JG_B2-Weekday-002000_B61_802,308561.0,BEARD ST/OTSEGO ST,40.672273,-74.011218,2.0
104,25,JG_B2-Weekday-002000_B61_802,306116.0,VAN DYKE ST/RICHARDS ST,40.674669,-74.013151,5.0
105,26,JG_B2-Weekday-002000_B61_802,305095.0,VAN DYKE ST/VAN BRUNT ST,40.675698,-74.014662,3.0
106,27,JG_B2-Weekday-002000_B61_802,305096.0,VAN BRUNT ST/DIKEMAN ST,40.676988,-74.013231,3.0
107,28,JG_B2-Weekday-002000_B61_802,305097.0,VAN BRUNT ST/SULLIVAN ST,40.677757,-74.012326,4.0
108,29,JG_B2-Weekday-002000_B61_802,305098.0,VAN BRUNT ST/PIONEER ST,40.679115,-74.010729,4.0
109,30,JG_B2-Weekday-002000_B61_802,305099.0,VAN BRUNT ST/VERONA ST,40.680191,-74.009468,4.0
110,31,JG_B2-Weekday-002000_B61_802,305100.0,VAN BRUNT ST/SEABRING ST,40.68149,-74.007946,10.0
111,32,JG_B2-Weekday-002000_B61_802,308109.0,VAN BRUNT ST/HAMILTON AV,40.682847,-74.006385,10.0
112,33,JG_B2-Weekday-002000_B61_802,307893.0,COLUMBIA ST/CARROLL ST,40.683269,-74.003479,6.0
113,34,JG_B2-Weekday-002000_B61_802,305103.0,COLUMBIA ST/UNION ST,40.684644,-74.002812,7.0
114,35,JG_B2-Weekday-002000_B61_802,308562.0,COLUMBIA ST/KANE ST,40.687858,-74.001251,5.0
115,36,JG_B2-Weekday-002000_B61_802,308563.0,COLUMBIA ST/WARREN ST,40.688913,-74.000744,5.0
116,37,JG_B2-Weekday-002000_B61_802,305108.0,COLUMBIA ST/ATLANTIC AV,40.691443,-73.999437,9.0
117,38,JG_B2-Weekday-002000_B61_802,305109.0,ATLANTIC AV/HICKS ST,40.691047,-73.997525,18.0
118,39,JG_B2-Weekday-002000_B61_802,305110.0,ATLANTIC AV/HENRY ST,40.690701,-73.996401,18.0
119,40,JG_B2-Weekday-002000_B61_802,305111.0,ATLANTIC AV/CLINTON ST,40.690095,-73.994155,28.0
120,41,JG_B2-Weekday-002000_B61_802,305112.0,ATLANTIC AV/COURT ST,40.689565,-73.992204,16.0
121,42,JG_B2-Weekday-002000_B61_802,307010.0,SMITH ST/ATLANTIC AV,40.68878,-73.98898,15.0
122,43,JG_B2-Weekday-002000_B61_802,901055.0,SMITH ST/LIVINGSTON ST,40.690715,-73.987693,23.0
123,44,JG_B2-Weekday-002000_B61_802,,,,,
124,45,JG_B2-Weekday-002000_B61_802,,,,,
125,46,JG_B2-Weekday-002000_B61_802,,,,,
126,47,JG_B2-Weekday-002000_B61_802,,,,,
127,48,JG_B2-Weekday-002000_B61_802,,,,,
128,49,JG_B2-Weekday-002000_B61_802,,,,,
129,50,JG_B2-Weekday-002000_B61_802,,,,,
130,51,JG_B2-Weekday-002000_B61_802,,,,,
131,52,JG_B2-Weekday-002000_B61_802,,,,,
132,53,JG_B2-Weekday-002000_B61_802,,,,,
133,54,JG_B2-Weekday-002000_B61_802,,,,,
134,55,JG_B2-Weekday-002000_B61_802,,,,,
135,56,JG_B2-Weekday-002000_B61_802,,,,,
136,57,JG_B2-Weekday-002000_B61_802,,,,,
137,58,JG_B2-Weekday-002000_B61_802,,,,,
138,59,JG_B2-Weekday-002000_B61_802,,,,,
139,60,JG_B2-Weekday-002000_B61_802,,,,,
140,61,JG_B2-Weekday-002000_B61_802,,,,,
141,62,JG_B2-Weekday-002000_B61_802,,,,,
142,63,JG_B2-Weekday-002000_B61_802,,,,,
143,64,JG_B2-Weekday-002000_B61_802,,,,,
144,65,JG_B2-Weekday-002000_B61_802,,,,,
145,66,JG_B2-Weekday-002000_B61_802,,,,,
146,67,JG_B2-Weekday-002000_B61_802,,,,,
147,68,JG_B2-Weekday-002000_B61_802,,,,,
148,69,JG_B2-Weekday-002000_B61_802,,,,,
149,70,JG_B2-Weekday-002000_B61_802,,,,,
150,71,JG_B2-Weekday-002000_B61_802,,,,,
151,72,JG_B2-Weekday-002000_B61_802,,,,,
152,73,JG_B2-Weekday-002000_B61_802,,,,,
153,74,JG_B2-Weekday-002000_B61_802,,,,,
154,75,JG_B2-Weekday-002000_B61_802,,,,,
155,76,JG_B2-Weekday-002000_B61_802,,,,,
156,77,JG_B2-Weekday-002000_B61_802,,,,,
157,78,JG_B2-Weekday-002000_B61_802,,,,,
158,79,JG_B2-Weekday-002000_B61_802,,,,,
159,80,JG_B2-Weekday-002000_B61_802,,,,,
160,1,JG_B2-Weekday-003000_B35_501,308194.0,39 ST/1 AV,40.656155,-74.012027,11.0
161,2,JG_B2-Weekday-003000_B35_501,302678.0,39 ST/2 AV,40.654972,-74.010181,5.0
162,3,JG_B2-Weekday-003000_B35_501,302679.0,39 ST/3 AV,40.65396,-74.008495,12.0
163,4,JG_B2-Weekday-003000_B35_501,302680.0,39 ST/4 AV,40.652335,-74.005795,12.0
164,5,JG_B2-Weekday-003000_B35_501,302681.0,39 ST/5 AV,40.651303,-74.004083,27.0
165,6,JG_B2-Weekday-003000_B35_501,302682.0,39 ST/6 AV,40.649686,-74.001423,42.0
166,7,JG_B2-Weekday-003000_B35_501,302683.0,39 ST/7 AV,40.648374,-73.999232,32.0
167,8,JG_B2-Weekday-003000_B35_501,302684.0,39 ST/8 AV,40.647018,-73.996987,35.0
168,9,JG_B2-Weekday-003000_B35_501,306636.0,39 ST/9 AV,40.645704,-73.994843,26.0
169,10,JG_B2-Weekday-003000_B35_501,302686.0,39 ST/10 AV,40.644356,-73.992613,25.0
170,11,JG_B2-Weekday-003000_B35_501,302687.0,39 ST/FT HAMILTON PY,40.642895,-73.990195,24.0
171,12,JG_B2-Weekday-003000_B35_501,302688.0,39 ST/12 AV,40.641698,-73.98821,21.0
172,13,JG_B2-Weekday-003000_B35_501,306532.0,39 ST/13 AV,40.640389,-73.986038,21.0
173,14,JG_B2-Weekday-003000_B35_501,306524.0,14 AV/39 ST,40.639486,-73.983782,20.0
174,15,JG_B2-Weekday-003000_B35_501,306711.0,14 AV/CHURCH AV,40.64189,-73.981284,19.0
175,16,JG_B2-Weekday-003000_B35_501,302692.0,CHURCH AV/MC DONALD AV,40.64265,-73.979587,17.0
176,17,JG_B2-Weekday-003000_B35_501,302693.0,CHURCH AV/E 3 ST,40.643711,-73.977064,21.0
177,18,JG_B2-Weekday-003000_B35_501,307581.0,CHURCH AV/E 5 ST,40.644458,-73.975219,18.0
178,19,JG_B2-Weekday-003000_B35_501,302695.0,CHURCH AV/OCEAN PKY,40.644999,-73.973952,18.0
179,20,JG_B2-Weekday-003000_B35_501,302696.0,CHURCH AV/CONEY ISLAND AV,40.646222,-73.971013,15.0
180,21,JG_B2-Weekday-003000_B35_501,302697.0,CHURCH AV/WESTMINSTER RD,40.647415,-73.968043,15.0
181,22,JG_B2-Weekday-003000_B35_501,302698.0,CHURCH AV/RUGBY RD,40.6481,-73.966292,18.0
182,23,JG_B2-Weekday-003000_B35_501,302699.0,CHURCH AV/E 18 ST,40.649313,-73.963199,21.0
183,24,JG_B2-Weekday-003000_B35_501,302700.0,CHURCH AV/OCEAN AV,40.650067,-73.960539,24.0
184,25,JG_B2-Weekday-003000_B35_501,302701.0,CHURCH AV/FLATBUSH AV,40.650362,-73.958218,22.0
185,26,JG_B2-Weekday-003000_B35_501,302702.0,CHURCH AV/BEDFORD AV,40.650455,-73.955969,20.0
186,27,JG_B2-Weekday-003000_B35_501,307794.0,CHURCH AV/ROGERS AV,40.650626,-73.95199,18.0
187,28,JG_B2-Weekday-003000_B35_501,307792.0,CHURCH AV/NOSTRAND AV,40.650764,-73.949277,17.0
188,29,JG_B2-Weekday-003000_B35_501,307791.0,CHURCH AV/NEW YORK AV,40.650909,-73.946217,17.0
189,30,JG_B2-Weekday-003000_B35_501,302707.0,CHURCH AV/BROOKLYN AV,40.651012,-73.943319,15.0
190,31,JG_B2-Weekday-003000_B35_501,302708.0,CHURCH AV/E 38 ST,40.651129,-73.941481,14.0
191,32,JG_B2-Weekday-003000_B35_501,302710.0,CHURCH AV/E 42 ST,40.651325,-73.937686,14.0
192,33,JG_B2-Weekday-003000_B35_501,302711.0,CHURCH AV/TROY AV,40.65142,-73.935751,15.0
193,34,JG_B2-Weekday-003000_B35_501,302714.0,CHURCH AV/E 48 ST,40.651571,-73.932439,11.0
194,35,JG_B2-Weekday-003000_B35_501,302715.0,CHURCH AV/UTICA AV,40.651655,-73.930572,11.0
195,36,JG_B2-Weekday-003000_B35_501,302716.0,CHURCH AV/E 52 ST,40.652173,-73.928071,10.0
196,37,JG_B2-Weekday-003000_B35_501,302718.0,CHURCH AV/E 56 ST,40.652456,-73.924192,9.0
197,38,JG_B2-Weekday-003000_B35_501,302719.0,CHURCH AV/KINGS HY,40.652394,-73.922293,10.0
198,39,JG_B2-Weekday-003000_B35_501,306838.0,CHURCH AV/REMSEN AV,40.652955,-73.919557,9.0
199,40,JG_B2-Weekday-003000_B35_501,302722.0,CHURCH AV/E 94 ST,40.654816,-73.916683,10.0
200,41,JG_B2-Weekday-003000_B35_501,302723.0,CHURCH AV/E 96 ST,40.655855,-73.915074,10.0
201,42,JG_B2-Weekday-003000_B35_501,302724.0,CHURCH AV/ROCKAWAY PY,40.656401,-73.914223,7.0
202,43,JG_B2-Weekday-003000_B35_501,308230.0,E 98 ST/HEGEMAN AV,40.655642,-73.912518,19.0
203,44,JG_B2-Weekday-003000_B35_501,307115.0,HEGEMAN AV/THOMAS S BOYLAND ST,40.655881,-73.90948,15.0
204,45,JG_B2-Weekday-003000_B35_501,301132.0,HEGEMAN AV/ROCKAWAY AV,40.65628,-73.906863,4.0
205,46,JG_B2-Weekday-003000_B35_501,301133.0,HEGEMAN AV/OSBORN ST,40.656548,-73.905046,8.0
206,47,JG_B2-Weekday-003000_B35_501,901518.0,HEGEMAN AV/WATKINS ST,40.656994,-73.904007,5.0
207,48,JG_B2-Weekday-003000_B35_501,,,,,
208,49,JG_B2-Weekday-003000_B35_501,,,,,
209,50,JG_B2-Weekday-003000_B35_501,,,,,
210,51,JG_B2-Weekday-003000_B35_501,,,,,
211,52,JG_B2-Weekday-003000_B35_501,,,,,
212,53,JG_B2-Weekday-003000_B35_501,,,,,
213,54,JG_B2-Weekday-003000_B35_501,,,,,
214,55,JG_B2-Weekday-003000_B35_501,,,,,
215,56,JG_B2-Weekday-003000_B35_501,,,,,
216,57,JG_B2-Weekday-003000_B35_501,,,,,
217,58,JG_B2-Weekday-003000_B35_501,,,,,
218,59,JG_B2-Weekday-003000_B35_501,,,,,
219,60,JG_B2-Weekday-003000_B35_501,,,,,
220,61,JG_B2-Weekday-003000_B35_501,,,,,
221,62,JG_B2-Weekday-003000_B35_501,,,,,
222,63,JG_B2-Weekday-003000_B35_501,,,,,
223,64,JG_B2-Weekday-003000_B35_501,,,,,
224,65,JG_B2-Weekday-003000_B35_501,,,,,
225,66,JG_B2-Weekday-003000_B35_501,,,,,
226,67,JG_B2-Weekday-003000_B35_501,,,,,
227,68,JG_B2-Weekday-003000_B35_501,,,,,
228,69,JG_B2-Weekday-003000_B35_501,,,,,
229,70,JG_B2-Weekday-003000_B35_501,,,,,
230,71,JG_B2-Weekday-003000_B35_501,,,,,
231,72,JG_B2-Weekday-003000_B35_501,,,,,
232,73,JG_B2-Weekday-003000_B35_501,,,,,
233,74,JG_B2-Weekday-003000_B35_501,,,,,
234,75,JG_B2-Weekday-003000_B35_501,,,,,
235,76,JG_B2-Weekday-003000_B35_501,,,,,
236,77,JG_B2-Weekday-003000_B35_501,,,,,
237,78,JG_B2-Weekday-003000_B35_501,,,,,
238,79,JG_B2-Weekday-003000_B35_501,,,,,
239,80,JG_B2-Weekday-003000_B35_501,,,,,
240,1,JG_B2-Weekday-003000_B68_951,305733.0,PROSPECT PK SW/BARTEL PRITCHARD SQ,40.660699,-73.979409,53.0
241,2,JG_B2-Weekday-003000_B68_951,305734.0,PROSPECT PK SW/10 AV,40.659626,-73.977217,49.0
242,3,JG_B2-Weekday-003000_B68_951,305735.0,PROSPECT PK SW/11 AV,40.658472,-73.974832,52.0
243,4,JG_B2-Weekday-003000_B68_951,305736.0,PROSPECT PK SW/TERRACE PL,40.656027,-73.973766,33.0
244,5,JG_B2-Weekday-003000_B68_951,305738.0,PROSPECT PK SW/REEVE PL,40.653608,-73.973039,21.0
245,6,JG_B2-Weekday-003000_B68_951,305739.0,PROSPECT PK SW/GREENWOOD AV,40.65231,-73.972694,23.0
246,7,JG_B2-Weekday-003000_B68_951,305740.0,CONEY ISLAND AV/CATON PL,40.649732,-73.971963,20.0
247,8,JG_B2-Weekday-003000_B68_951,305741.0,CONEY ISLAND AV/CATON AV,40.64794,-73.971448,20.0
248,9,JG_B2-Weekday-003000_B68_951,305742.0,CONEY ISLAND AV/CHURCH AV,40.645972,-73.970876,15.0
249,10,JG_B2-Weekday-003000_B68_951,901617.0,CONEY ISLAND AV/TURNER PL,40.645199,-73.970582,17.0
250,11,JG_B2-Weekday-003000_B68_951,305743.0,CONEY ISLAND AV/BEVERLEY RD,40.643402,-73.970132,14.0
251,12,JG_B2-Weekday-003000_B68_951,305744.0,CONEY ISLAND AV/AV C,40.640888,-73.969394,13.0
252,13,JG_B2-Weekday-003000_B68_951,305745.0,CONEY ISLAND AV/CORTELYOU RD,40.638695,-73.968764,14.0
253,14,JG_B2-Weekday-003000_B68_951,305746.0,CONEY ISLAND AV/DITMAS AV,40.636296,-73.968074,14.0
254,15,JG_B2-Weekday-003000_B68_951,300821.0,CONEY ISLAND AV/18 AV,40.634887,-73.967667,12.0
255,16,JG_B2-Weekday-003000_B68_951,300822.0,CONEY ISLAND AV/NEWKIRK AV,40.633378,-73.967229,12.0
256,17,JG_B2-Weekday-003000_B68_951,305749.0,CONEY ISLAND AV/FOSTER AV,40.631909,-73.966801,16.0
257,18,JG_B2-Weekday-003000_B68_951,305750.0,CONEY ISLAND AV/AV H,40.629172,-73.966139,17.0
258,19,JG_B2-Weekday-003000_B68_951,301189.0,CONEY ISLAND AV/AV I,40.626702,-73.965676,16.0
259,20,JG_B2-Weekday-003000_B68_951,305752.0,CONEY ISLAND AV/AV J,40.624418,-73.965241,15.0
260,21,JG_B2-Weekday-003000_B68_951,305753.0,CONEY ISLAND AV/AV K,40.622033,-73.964795,13.0
261,22,JG_B2-Weekday-003000_B68_951,305754.0,CONEY ISLAND AV/AV L,40.619664,-73.964339,12.0
262,23,JG_B2-Weekday-003000_B68_951,305755.0,CONEY ISLAND AV/AV M,40.617265,-73.963883,17.0
263,24,JG_B2-Weekday-003000_B68_951,305756.0,CONEY ISLAND AV/AV N,40.614868,-73.963434,11.0
264,25,JG_B2-Weekday-003000_B68_951,305757.0,CONEY ISLAND AV/AV O,40.612231,-73.962938,11.0
265,26,JG_B2-Weekday-003000_B68_951,305758.0,CONEY ISLAND AV/AV P,40.609617,-73.962457,11.0
266,27,JG_B2-Weekday-003000_B68_951,307208.0,CONEY ISLAND AV/KINGS HY,40.607416,-73.96203,10.0
267,28,JG_B2-Weekday-003000_B68_951,305760.0,CONEY ISLAND AV/AV R,40.60505,-73.961844,12.0
268,29,JG_B2-Weekday-003000_B68_951,305761.0,CONEY ISLAND AV/AV S,40.602676,-73.961665,7.0
269,30,JG_B2-Weekday-003000_B68_951,305762.0,CONEY ISLAND AV/AV T,40.600238,-73.961472,6.0
270,31,JG_B2-Weekday-003000_B68_951,305763.0,CONEY ISLAND AV/AV U,40.598405,-73.961337,10.0
271,32,JG_B2-Weekday-003000_B68_951,305764.0,CONEY ISLAND AV/AV V,40.595808,-73.961136,5.0
272,33,JG_B2-Weekday-003000_B68_951,305765.0,CONEY ISLAND AV/AV W,40.593431,-73.960961,4.0
273,34,JG_B2-Weekday-003000_B68_951,305766.0,CONEY ISLAND AV/AV X,40.591271,-73.960793,3.0
274,35,JG_B2-Weekday-003000_B68_951,305767.0,CONEY ISLAND AV/AV Y,40.589116,-73.960625,6.0
275,36,JG_B2-Weekday-003000_B68_951,305768.0,CONEY ISLAND AV/AV Z,40.586986,-73.960457,10.0
276,37,JG_B2-Weekday-003000_B68_951,305770.0,CONEY ISLAND AV/NEPTUNE AV,40.582048,-73.960086,3.0
277,38,JG_B2-Weekday-003000_B68_951,305771.0,CONEY ISLAND AV/OCEAN VIEW AV,40.579786,-73.959915,3.0
278,39,JG_B2-Weekday-003000_B68_951,300012.0,BRIGHTON BEACH AV/CONEY ISLAND AV,40.577968,-73.960253,6.0
279,40,JG_B2-Weekday-003000_B68_951,300013.0,BRIGHTON BEACH AV/BRIGHTON 5 ST,40.577402,-73.962835,5.0
280,41,JG_B2-Weekday-003000_B68_951,300014.0,BRIGHTON BEACH AV/BRIGHTON 3 ST,40.577035,-73.964603,8.0
281,42,JG_B2-Weekday-003000_B68_951,300122.0,BRIGHTON BEACH AV/BRIGHTON 1 PL,40.576643,-73.966356,8.0
282,43,JG_B2-Weekday-003000_B68_951,300016.0,BRIGHTON BEACH AV/OCEAN PKY,40.576421,-73.967439,8.0
283,44,JG_B2-Weekday-003000_B68_951,308304.0,W BRIGHTON AV/W 2 ST,40.576633,-73.970457,7.0
284,45,JG_B2-Weekday-003000_B68_951,306594.0,W 5 ST/W BRIGHTON AV,40.577103,-73.972618,19.0
285,46,JG_B2-Weekday-003000_B68_951,308305.0,NEPTUNE AV/W 5 ST,40.579893,-73.972057,15.0
286,47,JG_B2-Weekday-003000_B68_951,308306.0,NEPTUNE AV/W 6 ST,40.580064,-73.974502,10.0
287,48,JG_B2-Weekday-003000_B68_951,308307.0,NEPTUNE AV/SHELL RD,40.579819,-73.976528,5.0
288,49,JG_B2-Weekday-003000_B68_951,308308.0,NEPTUNE AV/W 12 ST,40.579518,-73.979394,-2.0
289,50,JG_B2-Weekday-003000_B68_951,306419.0,STILLWELL AV/NEPTUNE AV,40.579067,-73.982011,6.0
290,51,JG_B2-Weekday-003000_B68_951,801074.0,STILLWELL/TERMINAL,40.576864,-73.981026,7.0
291,52,JG_B2-Weekday-003000_B68_951,,,,,
292,53,JG_B2-Weekday-003000_B68_951,,,,,
293,54,JG_B2-Weekday-003000_B68_951,,,,,
